deal_id,customer_id,deal_name,amount,deal_stage,start_date,end_date,plan_type,created_date,closed_date
d008245,cu04855,Orchestrate Cutting-Edge Info-Mediaries,7423.08,Lost,3/31/2022,9/6/2021,Pro,4/13/2019,7/10/2019
d008246,cu07668,Streamline Value-Added Applications,3808.75,In Progress,4/18/2019,5/15/2024,Basic,7/11/2017,8/24/2024
d008247,cu02599,Grow Interactive Technologies,2522.45,Lost,4/25/2021,3/19/2025,Pro,8/24/2021,8/18/2022
d008248,cu01351,Leverage Killer Vortals,2909.95,In Progress,10/4/2024,7/3/2021,Free,11/9/2021,9/14/2021
d008249,cu04777,Integrate Real-Time Content,5320.43,In Progress,12/18/2022,7/26/2024,Pro,2/4/2018,7/4/2019
d008250,cu02460,Architect Visionary Schemas,5735.09,Lost,8/11/2018,12/2/2019,Free,2/3/2022,7/30/2025
d008251,cu07782,Streamline Visionary Content,1131.79,Won,1/11/2023,7/26/2021,Basic,6/7/2019,11/6/2019
d008252,cu07303,Expedite B2C Convergence,1969.86,In Progress,10/21/2021,10/12/2019,Enterprise,12/31/2021,6/12/2019
d008253,cu09053,Matrix Out-Of-The-Box Vortals,7648.7,In Progress,7/5/2024,11/29/2023,Pro,4/8/2020,10/2/2023
d008254,cu02430,Transform Wireless Paradigms,5190.06,Lost,9/17/2020,5/7/2024,Enterprise,12/4/2019,12/17/2018
d008255,cu02466,Morph Front-End Supply-Chains,9931.27,Won,12/14/2019,2/3/2022,Enterprise,11/23/2019,8/15/2018
d008256,cu08746,Disintermediate User-Centric Info-Mediaries,7800.64,Lost,8/1/2018,7/23/2021,Free,9/21/2022,5/14/2022
d008257,cu07410,Harness Rich Action-Items,8446.75,Won,10/22/2018,9/25/2021,Basic,12/14/2023,11/22/2019
d008258,cu00333,Innovate Extensible Markets,1848.26,In Progress,4/13/2020,8/15/2024,Basic,1/29/2018,8/18/2025
d008259,cu02118,Seize Leading-Edge Bandwidth,2872.97,Won,2/13/2023,8/19/2025,Enterprise,6/24/2023,4/2/2025
d008260,cu00638,Embrace Granular Applications,5158.83,Lost,9/11/2018,5/11/2025,Basic,6/16/2024,5/14/2021
d008261,cu00317,Embrace B2B Deliverables,1644.05,Lost,9/21/2021,1/13/2021,Basic,4/12/2018,8/14/2023
d008262,cu03626,Mesh Revolutionary Applications,7614.41,Lost,4/3/2018,7/12/2020,Basic,10/9/2018,5/29/2020
d008263,cu01895,Optimize Virtual Interfaces,2976.64,In Progress,5/31/2018,3/9/2019,Basic,5/22/2021,2/16/2024
d008264,cu09589,Matrix Web-Enabled Info-Mediaries,3607.53,Won,8/3/2023,4/14/2025,Basic,8/12/2023,8/20/2022
d008265,cu08724,Incentivize Cross-Platform Content,2703.88,Lost,3/11/2020,4/15/2024,Basic,1/30/2021,6/8/2023
d008266,cu02269,Embrace Cross-Media Synergies,6001.3,In Progress,9/18/2023,10/9/2024,Basic,12/23/2018,6/19/2021
d008267,cu00022,Re-Contextualize Efficient Networks,1760.05,Won,11/1/2021,11/10/2021,Enterprise,5/23/2019,12/12/2018
d008268,cu06179,Scale B2B E-Markets,5880.62,Won,7/7/2023,1/1/2021,Basic,1/2/2020,8/27/2022
d008269,cu05838,Evolve Dot-Com Technologies,6792.32,Lost,1/9/2021,11/9/2021,Basic,11/5/2019,11/2/2023
d008270,cu06146,Facilitate Holistic Applications,676.09,Won,9/10/2024,7/15/2022,Pro,9/24/2018,7/3/2021
d008271,cu01223,Utilize Interactive Mindshare,7278.23,Lost,3/6/2024,4/19/2019,Basic,12/1/2021,11/17/2018
d008272,cu08056,Target Best-Of-Breed Info-Mediaries,2200.26,In Progress,3/13/2023,4/18/2021,Basic,2/9/2019,6/21/2018
d008273,cu01809,Empower Efficient Users,8097.1,Lost,7/27/2021,7/22/2025,Pro,12/28/2022,6/11/2019
d008274,cu02453,Transform User-Centric Metrics,4531.61,In Progress,3/13/2024,6/21/2020,Free,9/26/2022,3/20/2025
d008275,cu03957,Transition Back-End Technologies,6931.51,Lost,12/4/2021,12/17/2021,Pro,5/26/2018,4/30/2023
d008276,cu00840,Embrace Best-Of-Breed Deliverables,9097.36,Lost,7/26/2022,7/19/2019,Basic,10/14/2022,9/16/2019
d008277,cu08016,Incubate Strategic Deliverables,5460.62,In Progress,5/8/2022,4/26/2024,Enterprise,9/2/2019,11/16/2020
d008278,cu01948,Extend Proactive Convergence,2446.91,In Progress,1/29/2022,7/4/2025,Enterprise,7/10/2023,9/21/2022
d008279,cu04423,Optimize Holistic Vortals,6906.18,In Progress,6/16/2023,3/13/2023,Pro,3/17/2024,9/23/2023
d008280,cu09174,Optimize Scalable Applications,9320.97,In Progress,6/23/2018,6/2/2020,Enterprise,7/16/2023,9/21/2020
d008281,cu05237,Transition Synergistic Metrics,9796.92,In Progress,4/22/2022,4/13/2023,Pro,4/14/2018,2/15/2020
d008282,cu03324,Repurpose 24/365 Interfaces,1903.18,Won,1/7/2021,6/29/2023,Basic,8/9/2020,2/24/2019
d008283,cu03568,Engage Visionary Architectures,4259.31,Won,7/23/2020,1/7/2022,Free,12/31/2019,9/30/2020
d008284,cu06870,Whiteboard Visionary Vortals,3934.87,In Progress,10/6/2024,3/22/2023,Pro,9/13/2018,11/1/2018
d008285,cu00204,Integrate Integrated Users,8824.04,In Progress,4/15/2020,6/19/2020,Free,2/27/2018,6/12/2018
d008286,cu08584,Incentivize Open-Source Portals,4290.08,In Progress,3/5/2020,10/20/2022,Free,10/10/2024,8/30/2018
d008287,cu07617,Transition Value-Added Markets,9205.35,Won,6/11/2019,1/4/2023,Free,5/25/2023,3/17/2020
d008288,cu06244,Innovate One-To-One Platforms,1612.38,Won,6/21/2020,5/26/2025,Free,3/21/2017,9/15/2020
d008289,cu00055,Engineer Ubiquitous Niches,7277.35,Lost,12/10/2023,6/7/2020,Enterprise,12/28/2024,1/26/2020
d008290,cu05064,Architect Front-End E-Commerce,6351.44,Lost,3/13/2018,2/12/2021,Basic,4/30/2017,8/9/2019
d008291,cu03771,Optimize Back-End Info-Mediaries,7527.3,Lost,9/17/2023,9/22/2020,Enterprise,6/16/2019,10/24/2023
d008292,cu09421,Target World-Class Technologies,701.24,Lost,1/27/2023,6/12/2020,Enterprise,1/8/2022,12/7/2024
d008293,cu01689,Enable Best-Of-Breed Networks,9674.65,Lost,9/9/2019,5/8/2022,Basic,9/21/2017,8/26/2022
d008294,cu09261,Morph E-Business Users,6262.01,In Progress,1/31/2022,6/7/2023,Free,5/21/2023,1/27/2024
d008295,cu03448,Repurpose Out-Of-The-Box Models,9054.37,In Progress,3/2/2020,5/14/2024,Enterprise,10/6/2021,4/3/2023
d008296,cu05803,Engineer E-Business Deliverables,6292.04,In Progress,9/20/2023,6/1/2021,Free,2/1/2021,9/15/2023
d008297,cu04014,Repurpose Bleeding-Edge Relationships,1073.58,Won,9/21/2019,12/13/2022,Enterprise,11/30/2018,7/7/2019
d008298,cu08729,Optimize Cross-Platform Vortals,9415.13,In Progress,10/10/2019,8/14/2023,Basic,5/21/2021,3/22/2022
d008299,cu04307,Implement Bleeding-Edge Markets,2767.35,Won,2/17/2021,3/1/2024,Free,12/29/2019,7/21/2024
d008300,cu02146,Embrace Synergistic Web-Readiness,5073.23,In Progress,7/19/2020,1/15/2023,Free,11/28/2024,3/30/2023
d008301,cu01899,Syndicate Dynamic Functionalities,2579.72,Lost,1/23/2020,6/27/2019,Pro,3/27/2020,7/18/2024
d008302,cu08907,Orchestrate Seamless E-Commerce,9228.39,In Progress,7/6/2022,12/5/2022,Basic,9/5/2021,6/15/2025
d008303,cu00641,Grow Transparent Models,6578.4,Lost,4/12/2018,12/5/2021,Free,9/29/2020,7/7/2020
d008304,cu02335,Incentivize Transparent E-Markets,9320.26,Won,4/8/2023,8/27/2019,Basic,3/31/2018,5/27/2021
d008305,cu07821,Target Killer Technologies,1979.82,Lost,10/15/2023,4/18/2021,Pro,6/15/2017,3/10/2025
d008306,cu02112,Monetize Bricks-And-Clicks Info-Mediaries,2171.31,Won,2/18/2023,8/6/2024,Basic,3/21/2021,1/5/2025
d008307,cu02760,Incubate Innovative Models,4830.93,In Progress,9/15/2021,2/26/2024,Enterprise,3/18/2019,1/28/2021
d008308,cu00360,Whiteboard Granular Content,8576.28,In Progress,4/29/2024,2/26/2024,Enterprise,8/15/2018,3/1/2025
d008309,cu06775,Re-Intermediate Impactful Systems,4863.85,Lost,8/31/2021,5/18/2020,Free,12/22/2017,7/18/2020
d008310,cu01570,Implement Extensible Experiences,9797.55,In Progress,8/9/2018,7/7/2019,Enterprise,10/31/2019,7/19/2022
d008311,cu08648,Brand Global E-Commerce,4879.31,Lost,4/9/2024,11/9/2020,Pro,5/28/2017,2/21/2022
d008312,cu01405,Streamline Ubiquitous Platforms,1478.17,Won,2/8/2023,8/31/2020,Pro,8/20/2021,5/9/2019
d008313,cu02934,Architect Turn-Key Technologies,2574.64,Won,1/13/2020,7/31/2024,Free,3/2/2024,1/26/2020
d008314,cu09227,Drive Mission-Critical Web Services,8938.53,Won,2/4/2023,3/26/2023,Pro,9/11/2018,1/18/2019
d008315,cu01880,Synthesize Next-Generation Platforms,5547.63,Lost,3/16/2022,3/5/2024,Basic,12/13/2019,5/30/2020
d008316,cu03945,Envisioneer One-To-One E-Services,3775.32,Lost,2/27/2022,3/18/2022,Basic,9/21/2018,12/4/2022
d008317,cu08801,Harness Killer Supply-Chains,5791.16,In Progress,6/7/2024,5/21/2025,Basic,1/25/2020,5/2/2019
d008318,cu05296,Mesh Clicks-And-Mortar Deliverables,4126.96,In Progress,2/19/2022,6/5/2024,Free,8/6/2018,6/21/2021
d008319,cu07487,Synthesize Frictionless E-Tailers,3212.35,Lost,8/27/2021,3/2/2019,Pro,12/16/2017,6/1/2018
d008320,cu04029,Morph End-To-End Methodologies,9211.99,Won,12/17/2020,2/10/2020,Free,3/13/2020,8/22/2022
d008321,cu05739,Reinvent Open-Source Channels,5278.35,In Progress,12/26/2024,11/12/2019,Basic,5/27/2021,5/20/2018
d008322,cu04741,Morph Robust Systems,463.28,Won,4/29/2023,6/29/2019,Free,6/29/2018,4/6/2018
d008323,cu07537,Scale Innovative Info-Mediaries,7981.62,Lost,11/4/2020,12/21/2019,Pro,3/11/2020,6/12/2022
d008324,cu08472,Re-Contextualize Collaborative Methodologies,9933.43,Won,12/24/2018,8/30/2021,Enterprise,12/7/2018,7/5/2022
d008325,cu00105,Transition Turn-Key Synergies,8573.4,Lost,4/19/2024,8/27/2025,Pro,11/2/2022,12/30/2018
d008326,cu08841,Streamline Real-Time Schemas,7121.78,Won,11/26/2022,1/30/2020,Enterprise,11/10/2017,10/23/2024
d008327,cu04140,Syndicate 24/7 Technologies,1319.88,In Progress,8/6/2022,6/13/2025,Enterprise,7/19/2023,1/30/2022
d008328,cu01166,Revolutionize Plug-And-Play E-Tailers,8401.43,Lost,11/27/2020,12/18/2022,Enterprise,5/31/2019,7/9/2022
d008329,cu01225,Transition Viral Metrics,8035.37,Won,4/5/2020,7/11/2024,Pro,2/8/2021,3/18/2023
d008330,cu01696,Generate Viral Convergence,1111.44,Won,4/25/2020,1/13/2022,Pro,9/4/2023,4/28/2022
d008331,cu01244,Enable Back-End E-Commerce,5767.75,Lost,4/29/2024,8/11/2022,Free,4/21/2022,6/24/2018
d008332,cu05632,Incubate Integrated Relationships,5334.25,In Progress,8/8/2023,5/29/2021,Free,4/10/2021,8/15/2025
d008333,cu04760,Envisioneer Dynamic Metrics,8020.11,Won,9/10/2019,7/27/2024,Enterprise,11/11/2020,4/23/2019
d008334,cu03257,Productize Global Platforms,4274.73,Lost,4/10/2024,8/1/2021,Free,10/10/2019,6/8/2023
d008335,cu07463,Re-Contextualize Collaborative E-Tailers,5048.79,In Progress,4/28/2019,4/28/2020,Basic,6/10/2017,1/1/2024
d008336,cu04693,Incentivize Frictionless Infrastructures,5640.79,Won,11/5/2018,5/1/2023,Basic,8/19/2018,4/10/2020
d008337,cu05344,Architect Web-Enabled Vortals,8406.32,In Progress,7/5/2020,3/16/2024,Enterprise,12/12/2017,11/25/2018
d008338,cu09186,Expedite Robust E-Business,5775,Lost,3/31/2022,9/9/2024,Free,11/2/2023,11/3/2022
d008339,cu03731,Engineer B2C Roi,2446.19,In Progress,10/22/2018,12/18/2022,Pro,3/21/2022,5/14/2025
d008340,cu04077,Strategize Leading-Edge Synergies,162.34,Lost,9/1/2023,2/9/2025,Basic,7/8/2018,3/19/2023
d008341,cu03639,Benchmark Plug-And-Play Bandwidth,2092.93,Lost,8/25/2018,7/19/2020,Pro,12/21/2023,1/31/2022
d008342,cu02964,Exploit Impactful Systems,3614.6,Lost,2/18/2019,10/3/2021,Free,3/6/2023,7/25/2023
d008343,cu04603,Enhance One-To-One Web-Readiness,9924.5,In Progress,9/4/2024,6/15/2023,Free,3/14/2020,5/13/2021
d008344,cu05564,Expedite Magnetic Networks,8513.95,In Progress,4/24/2020,2/3/2025,Free,10/16/2024,6/22/2023
d008345,cu05130,Strategize Distributed Supply-Chains,3014.53,In Progress,8/18/2021,11/7/2021,Free,1/10/2017,12/28/2024
d008346,cu07249,Re-Contextualize Rich Technologies,930.6,Lost,12/10/2023,9/9/2019,Enterprise,4/4/2021,2/26/2019
d008347,cu07567,Target Cross-Media E-Commerce,4582.96,Won,7/10/2023,1/22/2023,Enterprise,4/1/2022,5/13/2023
d008348,cu08563,Orchestrate Extensible Convergence,5879.1,Won,2/28/2020,10/18/2021,Pro,9/27/2021,5/16/2021
d008349,cu04858,Benchmark Rich Communities,1594.54,Won,3/14/2022,5/7/2023,Pro,7/8/2020,9/9/2019
d008350,cu08954,Morph Clicks-And-Mortar Architectures,5397.26,Lost,8/16/2018,12/29/2024,Free,10/27/2021,6/23/2021
d008351,cu05137,Deploy Intuitive Deliverables,4284.56,Lost,6/10/2021,7/3/2022,Enterprise,8/11/2023,4/30/2022
d008352,cu01781,Integrate Cross-Media Architectures,2254.92,Lost,8/22/2020,7/25/2022,Enterprise,11/15/2021,2/3/2019
d008353,cu07298,Enable Granular E-Services,7585.97,In Progress,7/19/2023,2/5/2022,Basic,12/8/2017,5/16/2021
d008354,cu04849,Enable Bricks-And-Clicks Action-Items,9908.79,Won,10/25/2024,4/19/2023,Free,10/18/2021,3/29/2024
d008355,cu02428,Brand Front-End Interfaces,2176.63,Lost,12/19/2020,2/6/2020,Free,2/12/2023,2/8/2020
d008356,cu02046,Iterate Wireless Architectures,1473.57,Won,8/9/2021,10/1/2020,Basic,6/7/2023,12/10/2020
d008357,cu02323,Deliver Value-Added Methodologies,891.39,Won,11/29/2024,12/1/2022,Pro,1/21/2021,11/13/2023
d008358,cu00537,Whiteboard Dot-Com Metrics,9491.76,Lost,9/16/2023,8/9/2023,Pro,7/21/2024,7/5/2021
d008359,cu07269,Benchmark Virtual Models,1865.09,Won,11/28/2024,7/17/2025,Free,11/9/2022,6/12/2023
d008360,cu02510,Strategize Open-Source Web-Readiness,6366.92,In Progress,7/4/2024,6/24/2025,Pro,12/14/2022,5/16/2023
d008361,cu09503,Scale Open-Source Mindshare,3927.48,Won,5/20/2018,4/1/2025,Free,4/13/2020,6/23/2020
d008362,cu07870,Exploit Visionary Bandwidth,7570.29,Won,10/6/2021,7/15/2023,Enterprise,4/6/2023,9/28/2023
d008363,cu00558,Monetize Next-Generation Communities,1029.26,In Progress,7/7/2018,5/20/2020,Basic,12/28/2017,9/3/2023
d008364,cu09739,Cultivate Scalable Content,2851.33,Won,5/11/2019,5/11/2024,Pro,5/11/2017,11/6/2018
d008365,cu05504,Optimize Wireless Channels,5352.22,Won,12/8/2023,2/14/2025,Free,7/2/2023,3/3/2019
d008366,cu05648,Strategize One-To-One Synergies,4877.34,In Progress,3/13/2023,10/17/2019,Pro,10/26/2024,12/19/2021
d008367,cu01833,Reinvent Transparent Niches,4007.54,Won,12/14/2019,11/13/2020,Basic,1/31/2023,6/30/2023
d008368,cu05659,Envisioneer Dot-Com Supply-Chains,902.22,Won,4/30/2024,4/12/2021,Enterprise,4/28/2022,8/21/2022
d008369,cu06521,Optimize Cross-Media Mindshare,7198.43,In Progress,1/10/2018,7/17/2025,Pro,9/17/2017,9/3/2021
d008370,cu06955,Matrix Bricks-And-Clicks Roi,9107.81,In Progress,12/10/2024,4/2/2022,Free,1/28/2017,10/19/2024
d008371,cu02433,Deliver Customized E-Commerce,5917.37,Lost,1/2/2018,8/21/2019,Basic,11/1/2021,8/31/2024
d008372,cu09857,Aggregate Bricks-And-Clicks Partnerships,4579.83,Lost,5/10/2019,4/6/2024,Free,2/1/2020,3/23/2024
d008373,cu02723,Matrix Frictionless Partnerships,1102.03,Lost,9/15/2023,7/20/2024,Pro,9/18/2022,3/28/2018
d008374,cu07189,Cultivate Granular Infrastructures,336.53,In Progress,4/8/2021,3/10/2023,Basic,4/26/2022,12/10/2019
d008375,cu05815,Empower 24/7 Vortals,173.02,Lost,9/4/2023,5/6/2020,Free,5/24/2017,2/4/2025
d008376,cu02210,Grow World-Class Functionalities,6072.5,In Progress,5/7/2020,10/13/2023,Basic,10/6/2021,4/19/2020
d008377,cu00920,Facilitate Proactive Systems,7600.92,Won,8/22/2021,9/25/2021,Pro,3/27/2024,9/26/2020
d008378,cu04340,Productize E-Business Portals,9193.25,Lost,10/22/2020,9/6/2022,Enterprise,12/12/2021,1/22/2019
d008379,cu00301,Visualize Web-Enabled Deliverables,7200.78,In Progress,6/19/2024,3/28/2023,Free,9/12/2024,7/4/2019
d008380,cu03058,Strategize Leading-Edge Eyeballs,5001.32,Won,11/7/2024,9/2/2022,Pro,10/14/2017,4/24/2023
d008381,cu01825,Exploit Magnetic Vortals,1217.94,Lost,3/25/2024,5/19/2024,Free,3/26/2021,7/30/2024
d008382,cu02722,Leverage 24/7 Action-Items,4629.07,In Progress,4/30/2021,10/18/2021,Free,5/16/2022,11/6/2024
d008383,cu01328,Revolutionize Robust Metrics,2584.8,Lost,5/28/2021,5/9/2019,Enterprise,6/10/2021,1/10/2024
d008384,cu08781,Visualize Dynamic Web-Readiness,4106.16,In Progress,1/30/2018,3/2/2025,Basic,4/23/2018,1/12/2022
d008385,cu01148,Utilize Transparent Niches,2284.44,Won,12/24/2020,1/12/2022,Enterprise,1/9/2023,4/29/2025
d008386,cu05773,Unleash Clicks-And-Mortar Initiatives,6502.24,In Progress,10/4/2022,8/9/2021,Basic,5/6/2021,6/14/2024
d008387,cu06725,Grow Plug-And-Play Technologies,4140.08,Won,9/11/2023,6/9/2023,Free,8/13/2017,1/12/2023
d008388,cu04766,Disintermediate Viral Models,5660.73,Won,1/17/2020,6/22/2025,Enterprise,8/15/2021,5/24/2024
d008389,cu09153,Target Web-Enabled Platforms,5976.03,In Progress,4/4/2020,11/30/2020,Enterprise,3/29/2019,9/4/2023
d008390,cu08678,Disintermediate World-Class Paradigms,8092.3,In Progress,4/3/2023,8/1/2021,Free,12/25/2024,7/18/2022
d008391,cu06626,Redefine Scalable Solutions,7797.3,Won,11/20/2020,11/6/2021,Pro,10/12/2018,12/31/2023
d008392,cu02994,Harness Virtual E-Business,3251.5,Won,1/23/2023,4/19/2020,Enterprise,4/3/2018,4/11/2023
d008393,cu01451,Enable Robust Channels,5495,In Progress,1/29/2024,5/24/2019,Free,1/29/2020,10/14/2022
d008394,cu02182,Productize Dot-Com Technologies,7680,In Progress,12/4/2024,8/29/2025,Enterprise,1/5/2021,8/16/2020
d008395,cu00819,Disintermediate Strategic Markets,7150.89,Won,3/15/2019,2/12/2021,Free,1/23/2024,6/15/2025
d008396,cu06163,Whiteboard Cutting-Edge Mindshare,5391.33,Won,10/12/2024,11/15/2024,Free,10/14/2017,1/28/2018
d008397,cu07478,Matrix Web-Enabled E-Business,8955.96,Lost,7/31/2023,4/19/2019,Enterprise,11/29/2018,4/5/2021
d008398,cu05903,Benchmark Bricks-And-Clicks Action-Items,4332.15,Lost,8/24/2020,4/8/2023,Enterprise,10/8/2024,10/28/2020
d008399,cu05916,Monetize Enterprise Supply-Chains,3787.36,In Progress,7/3/2021,5/21/2025,Enterprise,1/28/2017,7/17/2021
d008400,cu02959,Syndicate Transparent Eyeballs,8935.71,Lost,1/8/2021,5/19/2022,Enterprise,9/17/2024,4/21/2019
d008401,cu02844,E-Enable Integrated E-Markets,8736.24,Won,7/15/2022,10/12/2020,Pro,7/12/2020,10/1/2021
d008402,cu05922,Re-Intermediate Granular Convergence,986.38,Lost,5/29/2021,8/29/2024,Basic,12/9/2024,12/1/2021
d008403,cu08921,Drive Collaborative Roi,2350.69,In Progress,5/14/2018,6/3/2022,Pro,1/4/2018,2/10/2024
d008404,cu07412,Exploit Front-End Methodologies,6228.32,Lost,4/28/2022,8/31/2024,Enterprise,8/18/2022,3/20/2022
d008405,cu01783,Leverage Compelling Partnerships,9307.82,Won,5/23/2024,8/13/2024,Basic,9/5/2020,9/20/2020
d008406,cu00118,Revolutionize Open-Source Metrics,5354.73,Lost,5/6/2024,6/17/2019,Free,11/8/2023,9/3/2019
d008407,cu08257,Whiteboard Killer Info-Mediaries,2497.46,Won,7/22/2022,9/17/2021,Basic,9/14/2020,8/31/2023
d008408,cu03963,Optimize Virtual Solutions,8601.51,Won,1/13/2023,9/1/2023,Pro,7/20/2018,8/20/2022
d008409,cu01175,Utilize Distributed Info-Mediaries,2463.51,Won,1/17/2023,1/14/2022,Basic,1/10/2022,2/25/2020
d008410,cu01586,Brand Ubiquitous Solutions,3796.96,Won,5/24/2018,2/4/2021,Pro,3/12/2017,2/2/2019
d008411,cu02964,Brand Innovative Eyeballs,4048.93,In Progress,10/30/2024,9/29/2024,Free,6/2/2022,6/8/2025
d008412,cu03529,Benchmark Value-Added E-Tailers,2379.63,Lost,5/19/2018,6/22/2023,Enterprise,5/2/2017,5/4/2019
d008413,cu01070,Streamline Compelling Interfaces,7258.86,Lost,8/22/2024,5/23/2022,Pro,2/22/2020,11/23/2020
d008414,cu03474,Enable Bleeding-Edge Schemas,5686.67,Lost,4/12/2019,3/17/2021,Enterprise,6/2/2023,3/22/2024
d008415,cu08649,Architect Transparent Schemas,2988.23,Lost,11/22/2023,4/11/2022,Free,12/22/2023,5/27/2023
d008416,cu02987,Monetize Open-Source Schemas,4922.62,In Progress,10/27/2018,6/10/2023,Pro,11/2/2018,4/4/2023
d008417,cu08798,Scale Enterprise Users,3045.31,Lost,7/19/2020,6/9/2022,Free,5/31/2024,2/23/2021
d008418,cu07827,E-Enable E-Business Technologies,7049.59,In Progress,12/16/2021,6/9/2022,Pro,8/26/2023,10/10/2018
d008419,cu02954,Redefine Global Metrics,8975.54,In Progress,9/21/2023,11/25/2023,Enterprise,10/29/2020,10/29/2018
d008420,cu06107,Repurpose Cross-Media Partnerships,275.51,Won,3/5/2020,6/30/2019,Enterprise,4/28/2022,5/24/2021
d008421,cu09385,Strategize Proactive Paradigms,1628.79,Lost,1/14/2022,4/22/2019,Basic,10/16/2021,5/6/2024
d008422,cu09751,Expedite Sticky Vortals,5447.78,In Progress,11/11/2019,9/8/2024,Enterprise,4/22/2021,3/14/2024
d008423,cu05087,Synergize Turn-Key Infrastructures,7666.75,Won,4/25/2022,2/27/2023,Free,12/12/2022,6/13/2019
d008424,cu09345,Unleash Interactive Experiences,3281.62,Won,9/28/2023,6/5/2025,Enterprise,7/28/2024,3/28/2022
d008425,cu02050,Redefine Sticky Markets,8432.93,In Progress,4/28/2024,12/28/2022,Free,2/23/2024,8/12/2018
d008426,cu07080,Empower Bleeding-Edge Platforms,8785.34,In Progress,12/25/2023,10/4/2024,Basic,4/16/2019,3/16/2018
d008427,cu03872,Orchestrate Rich Paradigms,8051.69,Lost,7/5/2021,10/31/2023,Pro,10/28/2019,8/31/2025
d008428,cu05723,Deploy Compelling Metrics,5348.41,Won,12/27/2019,10/28/2021,Enterprise,7/6/2017,7/21/2021
d008429,cu08141,Re-Contextualize Compelling Platforms,665.54,Lost,3/14/2022,1/12/2021,Pro,1/14/2020,7/10/2025
d008430,cu05144,Leverage One-To-One Users,8734.22,Won,11/16/2024,4/16/2025,Basic,4/27/2017,9/16/2022
d008431,cu03175,Harness Sticky E-Commerce,6193.48,Won,10/26/2023,6/15/2022,Free,2/15/2019,3/20/2025
d008432,cu04193,Re-Contextualize Viral Infrastructures,9612.89,Won,3/15/2022,2/27/2020,Basic,3/8/2020,12/10/2019
d008433,cu08583,Engage Cutting-Edge Communities,4107.32,Won,9/21/2022,3/16/2020,Basic,8/28/2020,6/30/2024
d008434,cu01541,E-Enable Cross-Media Experiences,8644.44,In Progress,6/16/2019,2/24/2023,Pro,1/22/2023,4/12/2018
d008435,cu06119,Visualize World-Class Niches,440.86,Lost,1/2/2021,1/16/2023,Basic,9/20/2018,12/18/2019
d008436,cu03074,Optimize Out-Of-The-Box Vortals,3589.54,Lost,10/17/2023,8/23/2020,Free,6/25/2018,2/24/2018
d008437,cu05366,Transition Enterprise Web Services,6627.62,In Progress,9/15/2020,11/4/2021,Free,2/15/2022,1/17/2020
d008438,cu03413,Maximize Leading-Edge Relationships,371.33,In Progress,9/19/2018,6/10/2024,Basic,2/24/2017,4/10/2019
d008439,cu03873,Visualize Cutting-Edge Interfaces,1445.11,Won,4/13/2023,3/17/2020,Basic,11/12/2019,10/23/2018
d008440,cu06987,Re-Contextualize Out-Of-The-Box Models,4530.56,In Progress,4/23/2022,9/8/2022,Basic,7/2/2018,2/2/2018
d008441,cu06387,Utilize Plug-And-Play Action-Items,5682.19,In Progress,9/20/2024,4/10/2019,Enterprise,7/10/2022,9/1/2023
d008442,cu04723,Integrate Vertical Architectures,1360,Won,10/16/2020,4/22/2023,Basic,1/1/2022,1/6/2022
d008443,cu05805,Revolutionize Next-Generation Experiences,9871.88,Lost,3/30/2023,4/19/2025,Basic,4/17/2017,1/11/2024
d008444,cu01446,Grow Revolutionary Niches,9482.99,In Progress,5/22/2021,3/22/2022,Enterprise,6/7/2020,10/22/2019
d008445,cu03829,Aggregate Out-Of-The-Box Initiatives,1119.23,Lost,12/20/2018,7/16/2020,Basic,1/25/2022,8/19/2019
d008446,cu00428,Streamline Front-End Communities,1485.61,Won,2/2/2024,1/6/2020,Pro,5/17/2017,10/15/2018
d008447,cu05644,Enhance Back-End Solutions,3976.2,Won,2/6/2019,6/27/2020,Free,11/22/2023,11/20/2021
d008448,cu03970,Brand Ubiquitous Users,2308.83,Lost,2/17/2018,8/1/2021,Basic,4/19/2019,2/6/2024
d008449,cu01959,Utilize Cross-Media E-Markets,5375.9,In Progress,5/21/2019,11/11/2024,Pro,2/19/2020,12/26/2019
d008450,cu03705,Morph Best-Of-Breed Schemas,4779.52,In Progress,7/4/2018,4/7/2024,Free,5/3/2022,5/16/2018
d008451,cu08323,Iterate Viral Convergence,3686.48,Lost,8/7/2019,10/16/2019,Pro,7/31/2022,4/25/2025
d008452,cu03725,Extend Killer Markets,6777.5,Won,10/4/2024,8/17/2022,Free,10/18/2017,7/25/2021
d008453,cu05377,Unleash Next-Generation Platforms,6252.72,Lost,7/22/2023,10/10/2023,Enterprise,9/17/2023,4/12/2021
d008454,cu08253,Synergize Holistic Networks,305.97,Won,1/27/2021,3/22/2023,Pro,6/6/2021,9/21/2023
d008455,cu07888,Evolve 24/365 Action-Items,2589.92,Lost,4/6/2023,12/4/2023,Free,8/11/2021,12/3/2022
d008456,cu05042,Benchmark Compelling Functionalities,2184.6,In Progress,8/22/2019,5/9/2024,Pro,1/11/2020,7/12/2023
d008457,cu09033,Redefine Next-Generation E-Business,711.52,In Progress,3/12/2018,1/26/2021,Pro,3/11/2024,5/26/2023
d008458,cu04845,Engage Magnetic Paradigms,5525.21,Won,5/16/2020,2/13/2024,Free,3/15/2017,6/8/2023
d008459,cu07538,Redefine Wireless E-Markets,7128.75,Won,11/4/2023,5/8/2023,Enterprise,2/11/2020,10/24/2020
