ad_id,content_id,ad_type,revenue_amount,currency,revenue_date
85223,21418,Overlay,28.75,USD,2024-08-10
85224,877,Overlay,41.77,USD,2024-11-21
85225,26201,Overlay,27.81,USD,2023-12-01
85226,37609,Pre-roll,33.35,USD,2023-08-26
85227,30835,Mid-roll,35.97,USD,2024-04-08
85228,15818,Overlay,16.14,USD,2024-04-05
85229,37313,Display,17.06,USD,2024-11-02
85230,11354,Mid-roll,19.6,USD,2024-02-11
85231,33706,Overlay,48.55,USD,2023-10-05
85232,16859,Pre-roll,9.99,USD,2024-04-02
85233,35450,Pre-roll,24.21,USD,2023-05-29
85234,15312,Mid-roll,2.21,USD,2023-06-17
85235,29638,Display,44.56,USD,2024-02-16
85236,1091,Display,8.54,USD,2024-10-02
85237,22054,Display,42.53,USD,2024-04-07
85238,32446,Pre-roll,33.57,USD,2024-04-06
85239,17229,Overlay,34.74,USD,2023-05-25
85240,33633,Pre-roll,8.93,USD,2023-02-05
85241,1303,Overlay,46.93,USD,2024-03-09
85242,21476,Pre-roll,23.81,USD,2024-10-02
85243,9698,Display,25.36,USD,2023-04-28
85244,24518,Pre-roll,6.63,USD,2024-12-15
85245,48218,Mid-roll,28.59,USD,2023-01-03
85246,35046,Display,44.09,USD,2023-01-12
85247,23160,Mid-roll,34.93,USD,2023-07-27
85248,13079,Pre-roll,18.19,USD,2024-11-24
85249,30230,Display,5.98,USD,2024-11-10
85250,26409,Overlay,0.97,USD,2024-07-30
85251,11610,Mid-roll,31.5,USD,2024-08-04
85252,27211,Display,16.46,USD,2024-02-03
85253,11118,Overlay,14.01,USD,2024-12-16
85254,11996,Display,41.37,USD,2023-04-07
85255,11615,Mid-roll,21.63,USD,2023-05-31
85256,23386,Mid-roll,17.09,USD,2024-10-03
85257,23766,Overlay,30.45,USD,2024-04-24
85258,35478,Mid-roll,34.05,USD,2023-09-22
85259,11556,Overlay,36.07,USD,2023-12-19
85260,45460,Display,8.17,USD,2024-11-23
85261,17074,Overlay,19.7,USD,2023-01-20
85262,18208,Overlay,17.38,USD,2024-07-21
85263,49534,Overlay,28.54,USD,2023-11-19
85264,6717,Overlay,38.48,USD,2024-03-09
85265,8805,Mid-roll,12.19,USD,2024-12-02
85266,26537,Mid-roll,23.01,USD,2023-04-02
85267,32331,Display,26.71,USD,2024-03-12
85268,32903,Mid-roll,29.07,USD,2023-08-05
85269,31690,Mid-roll,6.69,USD,2023-09-06
85270,21466,Display,44.64,USD,2024-02-20
85271,10292,Pre-roll,3.6,USD,2024-06-21
85272,29088,Pre-roll,29.96,USD,2024-10-18
85273,46082,Mid-roll,3.92,USD,2023-03-26
85274,26720,Overlay,20.94,USD,2024-11-03
85275,6889,Mid-roll,28.32,USD,2023-09-10
85276,11361,Mid-roll,9.19,USD,2023-02-03
85277,29955,Display,36.63,USD,2024-06-26
85278,45757,Pre-roll,10.14,USD,2023-05-10
85279,18465,Mid-roll,46.78,USD,2023-01-14
85280,32809,Pre-roll,14.09,USD,2024-12-24
85281,31123,Mid-roll,4.86,USD,2024-09-17
85282,14734,Display,21.22,USD,2023-11-07
85283,8110,Overlay,16.36,USD,2023-09-13
85284,40359,Display,19.05,USD,2023-04-08
85285,7678,Overlay,20.21,USD,2023-06-29
85286,25321,Overlay,26.28,USD,2023-05-28
85287,41882,Pre-roll,1.35,USD,2023-02-20
85288,23452,Overlay,8.66,USD,2023-08-09
85289,10355,Mid-roll,2.18,USD,2023-10-28
85290,15288,Display,33.5,USD,2024-11-14
85291,31810,Overlay,47.76,USD,2023-08-25
85292,15156,Display,7.91,USD,2023-06-19
85293,25627,Overlay,19.54,USD,2023-12-27
85294,16817,Display,23.06,USD,2023-02-26
85295,28490,Display,16.0,USD,2024-02-06
85296,42542,Pre-roll,30.88,USD,2023-09-04
85297,25139,Pre-roll,4.61,USD,2024-03-08
85298,41955,Mid-roll,34.66,USD,2023-01-01
85299,19863,Overlay,39.78,USD,2023-05-22
85300,32832,Pre-roll,28.6,USD,2024-04-07
85301,6455,Overlay,47.95,USD,2023-01-02
85302,1323,Overlay,43.31,USD,2023-11-13
85303,41579,Mid-roll,19.87,USD,2023-02-10
85304,10851,Display,4.51,USD,2023-04-29
85305,34350,Display,34.58,USD,2023-01-27
85306,29340,Overlay,0.57,USD,2023-04-04
85307,32854,Display,2.5,USD,2024-11-29
85308,30099,Mid-roll,6.17,USD,2024-12-08
85309,41421,Mid-roll,29.94,USD,2023-08-17
85310,12749,Display,4.87,USD,2023-12-26
85311,22042,Display,43.4,USD,2024-12-11
85312,13462,Pre-roll,9.88,USD,2024-11-27
85313,16763,Pre-roll,36.72,USD,2024-08-04
85314,20847,Overlay,17.03,USD,2023-11-23
85315,36128,Display,46.92,USD,2023-11-06
85316,29998,Overlay,37.61,USD,2023-10-01
85317,45251,Pre-roll,35.85,USD,2023-12-03
85318,3912,Mid-roll,23.38,USD,2024-07-04
85319,49540,Pre-roll,7.45,USD,2024-09-14
85320,27976,Pre-roll,49.62,USD,2023-04-04
85321,31018,Overlay,49.1,USD,2024-07-12
85322,49543,Overlay,37.15,USD,2023-09-14
85323,33320,Display,2.37,USD,2024-03-24
85324,14397,Mid-roll,20.83,USD,2023-03-16
85325,13655,Overlay,43.9,USD,2024-01-05
85326,41394,Pre-roll,35.88,USD,2023-10-08
85327,37632,Overlay,26.23,USD,2024-12-18
85328,18545,Pre-roll,11.67,USD,2023-10-05
85329,46684,Overlay,47.1,USD,2024-04-06
85330,1160,Mid-roll,37.64,USD,2023-11-25
85331,6677,Display,40.58,USD,2024-03-28
85332,43335,Display,28.18,USD,2024-03-20
85333,2335,Pre-roll,10.85,USD,2024-01-07
85334,44102,Pre-roll,26.05,USD,2024-05-28
85335,31810,Display,8.28,USD,2023-10-30
85336,11198,Pre-roll,49.34,USD,2024-06-30
85337,31347,Pre-roll,42.05,USD,2023-12-23
85338,7802,Display,3.08,USD,2024-10-02
85339,6136,Pre-roll,5.6,USD,2024-01-19
85340,38942,Pre-roll,38.66,USD,2023-04-18
85341,7715,Overlay,37.31,USD,2024-01-15
85342,29161,Pre-roll,22.83,USD,2023-09-17
85343,19268,Overlay,33.97,USD,2023-06-29
85344,37235,Pre-roll,17.36,USD,2024-06-25
85345,48285,Display,33.9,USD,2024-10-31
85346,3080,Display,34.14,USD,2023-11-11
85347,13007,Mid-roll,49.78,USD,2024-06-15
85348,21132,Overlay,35.25,USD,2023-10-19
85349,26781,Mid-roll,2.28,USD,2024-04-22
85350,37803,Mid-roll,49.91,USD,2023-03-15
85351,43371,Overlay,11.16,USD,2023-05-15
85352,36853,Display,15.43,USD,2023-08-12
85353,17713,Pre-roll,46.19,USD,2023-10-08
85354,16381,Mid-roll,21.26,USD,2024-10-08
85355,44826,Overlay,11.02,USD,2023-03-28
85356,41685,Pre-roll,2.42,USD,2023-09-05
85357,4397,Display,49.29,USD,2023-03-05
85358,27889,Overlay,0.28,USD,2023-05-19
85359,22228,Mid-roll,33.84,USD,2024-08-01
85360,48321,Display,1.09,USD,2024-06-22
85361,44544,Overlay,30.25,USD,2024-06-18
85362,42431,Display,42.94,USD,2024-08-30
85363,14530,Display,14.15,USD,2023-01-11
85364,43553,Overlay,48.04,USD,2023-05-12
85365,9597,Overlay,41.44,USD,2023-11-22
85366,44896,Display,19.42,USD,2023-04-16
85367,46155,Display,31.1,USD,2023-02-14
85368,32057,Pre-roll,29.75,USD,2023-03-20
85369,13770,Pre-roll,9.83,USD,2024-04-23
85370,45255,Overlay,4.29,USD,2023-09-07
85371,31763,Overlay,16.19,USD,2024-07-28
85372,14697,Display,25.88,USD,2024-12-15
85373,37029,Mid-roll,13.98,USD,2024-06-29
85374,44586,Pre-roll,22.9,USD,2024-12-09
85375,20226,Display,14.98,USD,2023-03-11
85376,12601,Pre-roll,27.16,USD,2024-06-13
85377,23588,Display,33.27,USD,2023-06-13
85378,10483,Mid-roll,32.61,USD,2024-11-25
85379,47970,Pre-roll,31.49,USD,2024-12-07
85380,22317,Mid-roll,24.2,USD,2023-11-01
85381,42085,Mid-roll,24.04,USD,2023-01-10
85382,43025,Display,34.18,USD,2024-05-26
85383,22770,Display,24.03,USD,2024-10-26
85384,10672,Display,22.62,USD,2024-02-04
85385,47317,Display,48.76,USD,2024-08-05
85386,36219,Pre-roll,4.41,USD,2024-10-21
85387,33016,Display,44.9,USD,2024-04-27
85388,2824,Display,2.84,USD,2024-12-19
85389,298,Overlay,11.0,USD,2023-01-29
85390,12266,Mid-roll,5.74,USD,2024-08-05
85391,49122,Display,23.02,USD,2023-09-25
85392,18937,Overlay,38.24,USD,2023-10-13
85393,30126,Overlay,48.36,USD,2024-06-29
85394,21455,Overlay,46.7,USD,2024-03-09
85395,43150,Mid-roll,3.08,USD,2023-02-20
85396,19485,Pre-roll,2.03,USD,2023-11-13
85397,33660,Mid-roll,41.24,USD,2023-10-02
85398,25763,Mid-roll,23.47,USD,2024-12-26
85399,6892,Mid-roll,31.71,USD,2024-05-24
85400,5323,Pre-roll,33.74,USD,2023-02-17
85401,1684,Overlay,35.76,USD,2023-06-17
85402,24887,Overlay,4.77,USD,2024-07-23
85403,49787,Display,43.46,USD,2024-07-21
85404,17915,Display,32.55,USD,2024-01-04
85405,33888,Mid-roll,19.97,USD,2024-06-11
85406,14200,Overlay,18.23,USD,2023-03-04
85407,13065,Mid-roll,32.08,USD,2023-10-25
85408,13491,Pre-roll,29.27,USD,2023-04-03
85409,31844,Pre-roll,6.11,USD,2023-07-27
85410,33858,Display,45.82,USD,2023-11-22
85411,39009,Display,43.45,USD,2023-02-15
85412,34557,Overlay,16.12,USD,2024-09-12
85413,23220,Mid-roll,19.68,USD,2023-03-22
85414,38475,Display,20.74,USD,2023-03-03
85415,46910,Display,43.91,USD,2023-07-25
85416,43533,Mid-roll,11.65,USD,2024-04-05
85417,44936,Pre-roll,13.52,USD,2024-03-01
85418,39915,Overlay,30.43,USD,2024-12-18
85419,30664,Pre-roll,35.84,USD,2023-06-23
85420,12431,Pre-roll,45.72,USD,2024-09-25
85421,49377,Mid-roll,35.35,USD,2023-10-11
85422,32229,Mid-roll,49.6,USD,2024-01-18
85423,2222,Display,40.39,USD,2024-05-26
85424,46175,Mid-roll,3.96,USD,2023-02-06
85425,43424,Mid-roll,12.45,USD,2024-05-18
85426,1417,Overlay,39.74,USD,2023-10-31
85427,49752,Display,6.38,USD,2023-08-23
85428,47866,Pre-roll,39.02,USD,2023-02-21
85429,34849,Display,20.17,USD,2023-03-16
85430,12093,Mid-roll,33.44,USD,2024-07-29
85431,26959,Mid-roll,48.72,USD,2024-06-22
85432,28057,Pre-roll,27.27,USD,2024-08-04
85433,34826,Display,6.12,USD,2023-11-20
85434,10744,Display,22.09,USD,2023-07-06
85435,6366,Display,29.25,USD,2023-02-03
85436,2391,Mid-roll,27.23,USD,2024-02-09
85437,36022,Display,29.95,USD,2023-03-03
85438,35356,Mid-roll,21.74,USD,2023-12-31
85439,28215,Display,37.22,USD,2023-02-10
85440,17186,Display,19.49,USD,2023-10-29
85441,10676,Mid-roll,16.45,USD,2023-04-15
85442,19289,Mid-roll,46.98,USD,2024-01-09
85443,47741,Overlay,2.06,USD,2024-02-02
85444,40074,Mid-roll,0.76,USD,2024-11-23
85445,10100,Pre-roll,1.87,USD,2023-09-24
85446,10210,Mid-roll,49.83,USD,2024-04-23
85447,5773,Display,11.99,USD,2023-07-22
85448,16844,Overlay,16.71,USD,2023-12-18
85449,12047,Pre-roll,20.7,USD,2024-05-10
85450,37689,Pre-roll,1.22,USD,2023-04-18
85451,14402,Overlay,17.66,USD,2024-06-22
85452,21271,Display,9.0,USD,2023-04-30
85453,8133,Pre-roll,47.34,USD,2023-08-29
85454,2037,Overlay,31.68,USD,2024-05-18
85455,6377,Overlay,3.75,USD,2023-10-12
85456,44692,Mid-roll,10.23,USD,2023-09-01
85457,13688,Overlay,8.68,USD,2024-09-01
85458,7451,Display,27.5,USD,2024-10-28
85459,43878,Display,34.66,USD,2024-05-31
85460,10149,Display,2.02,USD,2023-03-26
85461,12208,Pre-roll,9.75,USD,2024-12-04
85462,12863,Display,44.67,USD,2023-02-15
85463,11383,Display,15.22,USD,2024-12-14
85464,35892,Display,4.12,USD,2024-03-10
85465,49630,Mid-roll,24.6,USD,2023-05-04
85466,32534,Display,49.22,USD,2023-02-01
85467,30582,Display,6.82,USD,2024-04-30
85468,6018,Mid-roll,23.05,USD,2023-08-11
85469,48052,Mid-roll,0.25,USD,2023-09-07
85470,39651,Display,7.55,USD,2024-09-12
85471,37502,Overlay,16.91,USD,2024-11-17
85472,32434,Overlay,13.89,USD,2023-05-11
85473,24421,Mid-roll,38.1,USD,2023-01-13
85474,39778,Mid-roll,24.01,USD,2023-01-15
85475,32793,Display,9.51,USD,2024-12-10
85476,40107,Pre-roll,3.05,USD,2024-09-15
85477,49573,Pre-roll,28.45,USD,2023-09-15
85478,48067,Overlay,29.77,USD,2023-06-22
85479,23003,Pre-roll,19.29,USD,2023-03-09
85480,1830,Display,24.12,USD,2024-09-01
85481,35259,Mid-roll,7.41,USD,2024-11-22
85482,44725,Mid-roll,24.67,USD,2024-01-30
85483,17807,Display,31.2,USD,2023-07-30
85484,45031,Display,29.49,USD,2023-02-09
85485,6138,Mid-roll,49.3,USD,2023-07-09
85486,44664,Mid-roll,34.07,USD,2023-10-06
85487,21432,Overlay,12.11,USD,2023-04-02
85488,11333,Mid-roll,28.22,USD,2023-06-01
85489,25524,Overlay,34.31,USD,2024-10-17
85490,20675,Overlay,37.1,USD,2024-11-19
85491,38663,Pre-roll,25.0,USD,2023-01-16
85492,17467,Mid-roll,44.65,USD,2023-07-03
85493,13094,Display,10.23,USD,2023-03-08
85494,30202,Mid-roll,26.77,USD,2024-09-30
85495,27266,Mid-roll,2.92,USD,2024-02-12
85496,9036,Overlay,31.96,USD,2023-05-31
85497,18900,Mid-roll,47.28,USD,2024-08-02
85498,41941,Pre-roll,37.55,USD,2024-07-01
85499,23329,Pre-roll,20.01,USD,2023-01-08
85500,25159,Display,49.84,USD,2023-09-23
85501,17614,Mid-roll,12.5,USD,2024-06-21
85502,9190,Mid-roll,49.86,USD,2023-11-16
85503,24302,Pre-roll,7.88,USD,2024-04-27
85504,11678,Mid-roll,0.2,USD,2023-03-17
85505,9798,Overlay,6.25,USD,2024-01-30
85506,5561,Pre-roll,24.15,USD,2024-06-25
85507,46792,Overlay,0.77,USD,2024-12-05
85508,34716,Overlay,19.89,USD,2023-03-05
85509,19096,Overlay,18.48,USD,2024-10-31
85510,37113,Overlay,6.57,USD,2024-04-29
85511,30959,Mid-roll,16.41,USD,2023-01-12
85512,16195,Pre-roll,8.16,USD,2023-03-27
85513,1480,Overlay,49.75,USD,2023-12-21
85514,16209,Pre-roll,11.04,USD,2023-07-14
85515,36259,Pre-roll,49.83,USD,2024-04-28
85516,12342,Mid-roll,6.04,USD,2023-03-07
85517,24131,Display,47.13,USD,2023-03-27
85518,45640,Pre-roll,18.01,USD,2024-02-27
85519,6280,Display,5.78,USD,2024-01-23
85520,460,Mid-roll,9.94,USD,2023-07-17
85521,35039,Pre-roll,49.86,USD,2024-04-18
85522,9552,Display,5.0,USD,2023-10-12
85523,27566,Overlay,20.19,USD,2024-07-16
85524,25556,Display,40.29,USD,2023-12-31
85525,41279,Pre-roll,23.26,USD,2023-10-03
85526,42266,Overlay,9.57,USD,2024-01-13
85527,8730,Pre-roll,5.91,USD,2024-04-02
85528,42465,Display,42.46,USD,2024-08-24
85529,39165,Pre-roll,36.9,USD,2024-05-18
85530,34020,Pre-roll,46.27,USD,2024-05-01
85531,49675,Overlay,42.81,USD,2024-11-30
85532,21935,Pre-roll,48.25,USD,2023-02-28
85533,46977,Pre-roll,11.46,USD,2024-05-24
85534,41794,Overlay,10.34,USD,2023-06-20
85535,23125,Overlay,6.66,USD,2023-05-29
85536,44151,Pre-roll,18.21,USD,2024-10-07
85537,43154,Overlay,29.56,USD,2024-12-21
85538,42285,Overlay,1.09,USD,2024-05-19
85539,35221,Display,40.68,USD,2024-10-04
85540,33351,Mid-roll,28.42,USD,2023-10-20
85541,20087,Pre-roll,5.89,USD,2024-10-15
85542,34439,Pre-roll,34.23,USD,2023-09-17
85543,34032,Mid-roll,3.8,USD,2023-06-28
85544,48350,Display,4.07,USD,2023-10-13
85545,2666,Overlay,22.37,USD,2023-01-09
85546,4836,Display,42.04,USD,2024-03-06
85547,27536,Mid-roll,13.21,USD,2024-08-08
85548,39446,Pre-roll,9.14,USD,2024-12-28
85549,20956,Overlay,33.48,USD,2023-11-17
85550,22715,Overlay,38.02,USD,2023-03-14
85551,47960,Pre-roll,11.56,USD,2023-06-10
85552,49715,Mid-roll,34.52,USD,2024-11-15
85553,43799,Mid-roll,44.19,USD,2024-09-23
85554,45378,Mid-roll,1.24,USD,2023-12-12
85555,44522,Display,5.23,USD,2023-11-21
85556,7768,Pre-roll,31.69,USD,2023-01-24
85557,49333,Pre-roll,10.53,USD,2024-12-14
85558,33702,Overlay,33.26,USD,2023-08-15
85559,39523,Display,13.14,USD,2023-11-13
85560,40271,Mid-roll,37.76,USD,2023-03-22
85561,15171,Overlay,49.24,USD,2023-09-12
85562,39770,Pre-roll,39.39,USD,2023-11-24
85563,18518,Pre-roll,13.75,USD,2024-12-20
85564,2277,Display,45.7,USD,2023-10-04
85565,49419,Overlay,16.0,USD,2023-12-22
85566,25110,Overlay,19.32,USD,2023-12-28
85567,22936,Pre-roll,48.43,USD,2023-09-01
85568,1505,Display,25.48,USD,2024-02-09
85569,31723,Mid-roll,26.96,USD,2023-10-11
85570,393,Overlay,48.48,USD,2023-01-27
85571,21449,Display,4.82,USD,2024-07-07
85572,44870,Overlay,29.02,USD,2023-08-27
85573,46127,Display,28.92,USD,2024-10-29
85574,839,Display,14.83,USD,2023-06-28
85575,41987,Pre-roll,25.55,USD,2023-02-02
85576,49992,Mid-roll,25.42,USD,2023-07-22
85577,47578,Pre-roll,22.51,USD,2023-10-01
85578,31218,Pre-roll,36.95,USD,2023-12-24
85579,1155,Mid-roll,1.99,USD,2023-09-29
85580,5787,Pre-roll,25.15,USD,2024-01-21
85581,35186,Display,14.99,USD,2023-01-20
85582,39912,Display,43.53,USD,2024-12-29
85583,48595,Pre-roll,23.51,USD,2023-12-18
85584,40374,Mid-roll,43.37,USD,2024-05-28
85585,35287,Mid-roll,48.45,USD,2023-06-23
85586,30141,Display,49.05,USD,2023-03-09
85587,21708,Mid-roll,15.22,USD,2024-01-05
85588,24480,Display,14.56,USD,2023-07-24
85589,43113,Overlay,44.6,USD,2024-06-14
85590,37795,Mid-roll,21.74,USD,2024-02-27
85591,9188,Display,9.69,USD,2024-10-26
85592,34640,Overlay,8.13,USD,2024-09-06
85593,47419,Display,1.2,USD,2024-11-14
85594,11289,Overlay,6.96,USD,2024-10-15
85595,34698,Pre-roll,18.39,USD,2024-12-21
85596,5103,Pre-roll,49.51,USD,2024-01-13
85597,46201,Overlay,12.88,USD,2023-10-24
85598,461,Mid-roll,23.31,USD,2024-04-25
85599,34976,Overlay,33.91,USD,2024-03-20
85600,17518,Overlay,1.06,USD,2024-09-20
85601,24935,Overlay,30.99,USD,2024-12-27
85602,40894,Mid-roll,39.58,USD,2024-04-03
85603,35035,Mid-roll,31.82,USD,2023-12-08
85604,44527,Mid-roll,49.12,USD,2024-05-21
85605,2975,Mid-roll,12.34,USD,2024-12-23
85606,14821,Display,45.65,USD,2023-11-08
85607,48633,Display,48.56,USD,2023-01-14
85608,6509,Pre-roll,32.1,USD,2024-04-13
85609,26136,Pre-roll,9.92,USD,2024-07-20
85610,4038,Pre-roll,39.94,USD,2023-08-24
85611,9874,Pre-roll,16.38,USD,2023-11-22
85612,15265,Pre-roll,48.92,USD,2024-10-10
85613,25584,Overlay,28.99,USD,2023-03-27
85614,7953,Display,36.67,USD,2024-06-09
85615,34388,Pre-roll,17.94,USD,2023-10-08
85616,35340,Pre-roll,32.99,USD,2023-03-15
85617,18815,Display,5.88,USD,2024-01-09
85618,17355,Display,14.07,USD,2024-11-21
85619,2481,Mid-roll,28.55,USD,2023-03-05
85620,20976,Mid-roll,32.1,USD,2023-02-11
85621,22803,Display,23.8,USD,2024-12-08
85622,1588,Display,27.9,USD,2024-05-21
85623,2712,Overlay,37.33,USD,2024-03-21
85624,13443,Overlay,22.18,USD,2024-05-01
85625,29184,Display,15.51,USD,2023-02-10
85626,19360,Mid-roll,32.95,USD,2024-03-10
85627,4968,Overlay,26.37,USD,2023-08-17
85628,45106,Mid-roll,31.13,USD,2023-07-20
85629,15506,Pre-roll,42.4,USD,2023-11-17
85630,41443,Mid-roll,4.05,USD,2023-02-01
85631,16215,Display,37.3,USD,2024-01-18
85632,18609,Display,0.89,USD,2023-06-29
85633,14044,Pre-roll,25.29,USD,2024-05-02
85634,28271,Overlay,11.41,USD,2024-10-15
85635,6647,Mid-roll,18.22,USD,2024-06-13
85636,22082,Pre-roll,21.32,USD,2023-08-23
85637,34414,Overlay,13.12,USD,2023-03-28
85638,45265,Mid-roll,40.47,USD,2024-03-23
85639,3121,Display,40.52,USD,2023-12-14
85640,33819,Mid-roll,5.52,USD,2023-08-15
85641,14719,Overlay,30.04,USD,2023-06-07
85642,24240,Pre-roll,38.06,USD,2023-11-23
85643,30648,Mid-roll,23.63,USD,2024-07-02
85644,47350,Overlay,48.77,USD,2023-06-18
85645,32323,Mid-roll,3.33,USD,2024-05-06
85646,23461,Pre-roll,10.39,USD,2023-06-02
85647,2682,Display,7.16,USD,2023-08-26
85648,9365,Pre-roll,21.78,USD,2024-09-20
85649,49978,Display,34.15,USD,2023-09-26
85650,17661,Overlay,36.51,USD,2023-12-02
85651,18533,Mid-roll,45.35,USD,2024-03-07
85652,30191,Mid-roll,14.32,USD,2024-09-02
85653,23129,Display,13.04,USD,2023-09-26
85654,11480,Display,13.3,USD,2024-02-01
85655,14702,Overlay,9.46,USD,2024-08-31
85656,22070,Pre-roll,48.41,USD,2023-12-15
85657,9821,Mid-roll,21.93,USD,2023-04-16
85658,28899,Display,14.46,USD,2023-09-30
85659,21461,Overlay,7.07,USD,2023-05-28
85660,26580,Display,4.99,USD,2024-07-15
85661,3358,Display,32.49,USD,2024-04-17
85662,10412,Display,17.25,USD,2023-04-23
85663,24165,Display,47.45,USD,2023-11-22
85664,9687,Display,21.57,USD,2023-06-05
85665,5190,Mid-roll,43.19,USD,2023-10-29
85666,17599,Mid-roll,44.09,USD,2023-04-03
85667,10481,Pre-roll,0.76,USD,2024-05-19
85668,31328,Overlay,3.45,USD,2024-08-20
85669,1146,Display,32.19,USD,2023-12-08
85670,3671,Overlay,24.53,USD,2024-03-07
85671,34859,Pre-roll,0.28,USD,2023-02-19
85672,46156,Overlay,24.65,USD,2024-08-08
85673,47977,Mid-roll,31.81,USD,2024-01-14
85674,16311,Mid-roll,0.83,USD,2024-05-28
85675,13446,Pre-roll,24.69,USD,2023-11-10
85676,4755,Pre-roll,27.2,USD,2024-07-16
85677,47270,Display,14.95,USD,2024-01-10
85678,13965,Display,32.83,USD,2023-05-16
85679,33792,Display,17.53,USD,2024-03-09
85680,37692,Display,0.37,USD,2024-08-26
85681,33902,Display,0.62,USD,2024-02-05
85682,43832,Mid-roll,28.77,USD,2024-12-01
85683,34065,Pre-roll,45.21,USD,2024-04-16
85684,22095,Mid-roll,34.54,USD,2024-08-26
85685,41232,Pre-roll,9.45,USD,2024-06-23
85686,25057,Display,24.08,USD,2024-06-11
85687,37661,Display,2.2,USD,2024-03-05
85688,26654,Pre-roll,7.71,USD,2023-06-20
85689,19556,Pre-roll,42.09,USD,2023-09-18
85690,16723,Display,13.99,USD,2024-04-24
85691,8233,Pre-roll,39.19,USD,2024-09-07
85692,10432,Display,2.33,USD,2024-04-22
85693,31407,Pre-roll,34.93,USD,2024-05-26
85694,31153,Display,27.54,USD,2024-06-13
85695,25415,Pre-roll,28.58,USD,2023-05-16
85696,47244,Display,26.43,USD,2024-10-09
85697,17899,Overlay,6.48,USD,2024-04-05
85698,44365,Overlay,12.48,USD,2023-03-11
85699,34016,Overlay,34.46,USD,2023-08-01
85700,29598,Mid-roll,32.81,USD,2024-01-04
85701,46526,Overlay,4.72,USD,2023-03-27
85702,26727,Overlay,42.06,USD,2024-05-16
85703,5444,Mid-roll,9.51,USD,2024-10-26
85704,18071,Overlay,41.43,USD,2023-04-15
85705,30875,Pre-roll,10.79,USD,2024-01-05
85706,28294,Display,45.59,USD,2024-12-02
85707,36695,Mid-roll,41.18,USD,2023-12-29
85708,17711,Overlay,15.53,USD,2024-02-14
85709,5339,Mid-roll,21.46,USD,2024-12-13
85710,38879,Display,37.44,USD,2023-03-11
85711,47812,Overlay,20.43,USD,2024-10-19
85712,41927,Pre-roll,31.12,USD,2023-04-21
85713,29014,Overlay,25.32,USD,2023-05-12
85714,3371,Overlay,42.0,USD,2024-05-05
85715,28434,Overlay,33.38,USD,2023-09-23
85716,46947,Pre-roll,23.88,USD,2024-01-14
85717,9998,Display,25.6,USD,2023-11-05
85718,6265,Overlay,9.24,USD,2024-09-07
85719,17766,Mid-roll,43.39,USD,2023-04-09
85720,33780,Display,33.58,USD,2023-11-25
85721,35382,Mid-roll,28.09,USD,2024-09-09
85722,40103,Overlay,10.98,USD,2023-07-01
85723,30360,Display,29.95,USD,2023-07-22
85724,9338,Mid-roll,11.2,USD,2024-12-18
85725,46324,Overlay,23.39,USD,2024-04-04
85726,35767,Overlay,2.49,USD,2024-05-21
85727,7937,Mid-roll,6.66,USD,2023-07-26
85728,29105,Pre-roll,15.78,USD,2023-10-19
85729,33475,Mid-roll,2.6,USD,2023-03-19
85730,40810,Overlay,42.91,USD,2024-08-15
85731,46401,Mid-roll,9.01,USD,2023-10-23
85732,17347,Mid-roll,17.14,USD,2023-12-06
85733,30486,Display,35.12,USD,2024-01-05
85734,26445,Overlay,31.23,USD,2024-02-21
85735,5611,Display,2.03,USD,2024-04-22
85736,48322,Mid-roll,12.5,USD,2023-11-16
85737,30437,Pre-roll,19.23,USD,2024-08-03
85738,17805,Mid-roll,49.57,USD,2024-03-10
85739,9066,Mid-roll,14.5,USD,2023-05-24
85740,6929,Overlay,17.12,USD,2023-04-17
85741,29760,Pre-roll,40.81,USD,2024-09-22
85742,42383,Overlay,41.57,USD,2023-08-25
85743,37259,Display,41.29,USD,2024-08-03
85744,40309,Pre-roll,46.87,USD,2023-09-30
85745,1013,Display,22.58,USD,2023-10-08
85746,13563,Mid-roll,0.21,USD,2023-03-03
85747,8133,Display,26.36,USD,2024-09-09
85748,49011,Pre-roll,9.45,USD,2023-12-24
85749,41881,Display,38.66,USD,2023-11-11
85750,22149,Overlay,5.91,USD,2024-07-05
85751,37135,Pre-roll,10.21,USD,2023-10-26
85752,44135,Mid-roll,23.13,USD,2024-01-11
85753,47954,Overlay,44.68,USD,2023-09-18
85754,35534,Mid-roll,47.06,USD,2024-07-01
85755,14109,Pre-roll,5.2,USD,2023-08-05
85756,19450,Mid-roll,48.63,USD,2024-11-15
85757,27474,Mid-roll,34.61,USD,2024-09-08
85758,6858,Mid-roll,22.67,USD,2023-11-25
85759,49828,Mid-roll,9.16,USD,2024-03-27
85760,20509,Display,35.49,USD,2023-07-31
85761,8325,Display,35.76,USD,2023-06-22
85762,10178,Overlay,44.1,USD,2024-05-27
85763,11062,Mid-roll,20.75,USD,2024-12-01
85764,43342,Display,5.78,USD,2024-02-06
85765,30618,Display,15.67,USD,2023-01-24
85766,22885,Mid-roll,20.58,USD,2023-01-08
85767,49221,Mid-roll,15.43,USD,2024-11-26
85768,26581,Display,24.75,USD,2024-01-27
85769,30372,Pre-roll,32.52,USD,2024-03-30
85770,37110,Display,39.38,USD,2023-04-19
85771,40159,Display,39.47,USD,2024-02-06
85772,39322,Mid-roll,31.61,USD,2024-01-07
